9876 
512	242	972	-316	-493	521	-117	468	-892	-840	-416	50	411	-401	125	801	612	-354	142	817	-424	-589	-727	845	212	-894	205	-179	586	-662	891	-93
-637	246	196	-772	-584	-708	796	126	946	397	-345	-873	-930	-740	219	628	-555	767	-795	-457	-819	-487	-430	-806	-597	68	-938	-259	489	-134	-235	-587
-727	220	279	-567	-573	-470	354	520	-401	-466	-475	-399	-658	-279	509	-710	945	738	218	799	-645	914	-446	-159	97	389	-430	-391	381	559	-421	383
858	-151	-986	744	-489	-741	-20	787	880	-868	976	266	-397	-336	48	-839	528	390	-806	-346	146	163	666	985	56	655	535	-232	-53	588	132	165
208	-482	-750	539	945	-270	-460	741	-857	-216	-89	805	929	307	-249	-382	-387	-71	896	-221	450	274	-954	187	-319	-546	539	-993	-119	-251	-622	-156
-202	-325	-963	456	-946	-756	614	-888	-394	-370	-253	-676	-586	455	199	228	644	-650	-337	-826	573	584	-910	363	-550	288	73	-492	14	886	-303	-898
-218	-653	-46	41	-282	202	-256	11	-852	-287	963	-721	109	-237	-834	65	-794	-780	86	-933	-106	922	-402	556	-199	214	-324	340	-68	-247	-782	-669
51	-403	-338	-448	865	-35	517	-761	737	-169	587	-71	987	799	-860	556	120	-787	450	589	-344	-591	91	421	-578	624	20	-34	-635	-300	-662	-26
685	-289	141	-435	-777	-683	867	492	750	-412	198	-244	395	184	-179	517	382	748	455	591	174	-425	582	921	490	330	-433	-794	-324	881	973	873
-566	-100	973	186	-722	-261	726	909	608	606	332	323	-703	-235	-563	-835	-64	-289	211	326	-565	417	-500	234	156	896	869	334	257	-701	-814	356
196	-883	-748	-613	-104	798	517	434	-628	-461	639	-376	-785	-43	583	673	720	819	-419	394	-898	110	-68	-425	353	706	-460	-167	112	474	-300	-780
726	173	-91	-453	-874	651	121	-483	313	-715	404	-736	-247	-663	936	969	936	-97	361	705	-17	-27	344	655	559	-685	-647	-121	-708	970	660	-199
-75	691	-472	353	-392	592	382	133	-209	-27	-13	-390	27	-619	723	-466	-823	281	999	62	-420	-308	-995	277	97	-989	-886	-710	437	-198	985	782
-142	126	912	-245	296	-637	-752	-132	-869	-344	29	670	557	-92	-735	516	9	-885	-624	-217	510	353	136	-405	-346	-624	-741	-851	-244	800	-9	-892
-864	877	684	197	-174	606	-903	-264	-897	416	-388	566	249	-158	727	974	-932	-64	407	-713	481	-408	499	-372	308	-569	914	287	-638	-160	733	-483
-471	613	-226	-52	460	-876	800	751	1000	-420	-322	-9	789	-780	523	597	977	-373	-556	-872	-107	67	-343	856	67	187	-820	-782	421	-40	-71	252
-478	757	290	-339	-208	870	-749	132	-837	431	-274	753	909	-218	-818	89	-887	756	627	321	-367	470	-483	840	-445	-425	145	690	359	-318	-686	244
-456	-98	-190	-524	-666	80	-46	-558	-168	-962	216	-441	-266	-644	-315	857	-280	97	-143	-208	640	564	-69	-312	-33	33	205	743	545	678	-140	-37
185	646	-934	-103	953	734	239	427	152	-984	860	-33	557	854	-15	326	609	-92	342	-129	-504	-393	-864	-227	-199	-486	638	278	800	482	459	-108
769	-809	598	957	450	511	-531	250	458	65	420	356	-438	-183	663	27	14	89	113	-394	-826	-566	936	-147	115	-930	566	495	752	-563	-219	202
-653	819	547	754	-990	-573	-229	755	59	-262	21	475	66	-87	621	589	752	-668	-580	974	-106	132	406	463	955	-671	941	-440	-111	219	136	219
-632	349	430	-100	747	-651	393	-763	275	699	-188	-687	520	-859	-869	-94	280	-379	-144	-628	136	-182	900	333	299	315	158	173	-667	-375	525	586
-434	-893	-799	-601	607	844	-416	-975	421	166	52	950	348	233	-49	-325	-776	-652	-156	-525	441	-491	-941	520	838	284	-716	5	837	-285	415	352
674	-828	358	-943	534	-114	493	616	-575	-725	227	776	-803	802	954	248	276	305	-14	552	129	621	-187	-779	404	-359	-259	364	806	-289	-352	-249
990	-359	-461	343	604	743	67	-198	-938	-313	-462	-782	157	-688	268	22	478	-489	78	-74	52	-575	-883	-993	265	815	378	291	-497	-20	-895	605
-531	-715	732	-125	179	-297	601	82	579	-642	831	280	-998	-947	-393	155	-129	391	915	659	640	313	384	-499	272	-665	132	151	33	667	-588	-963
196	-906	-712	-144	-377	712	755	830	915	19	839	-915	-995	46	-68	572	-100	307	-6	657	217	-855	821	-586	834	768	-282	-706	-2	634	589	882
-664	-266	-39	612	417	580	-502	-577	218	-339	-403	-290	161	-512	912	336	723	515	-631	907	963	405	203	-419	82	-672	659	-937	-933	-132	416	445
675	-805	625	-244	611	522	-498	-156	114	899	-155	603	681	-963	-471	-744	-458	605	-578	-354	548	725	-389	-439	607	550	252	844	-32	327	122	-342
91	46	-496	971	-90	807	503	645	-342	536	536	-588	351	655	-177	-527	-254	-474	-916	-76	239	-13	775	-387	-933	-420	989	560	872	-731	700	-29
-308	-554	828	-349	74	-177	-125	-457	-231	110	408	882	-415	456	569	254	736	-38	295	-807	-121	20	220	-995	848	215	957	-336	80	-174	-919	-266
